"FDS Filter Action","FDS Filteråtgärd",module,Magento_Authorizenet
"AVS Response","AVS Response",module,Magento_Authorizenet
"Card Code Response","Card Kod",module,Magento_Authorizenet
"CAVV Response","CAVV Response",module,Magento_Authorizenet
"Fraud Filters","bedrägeri filter",module,Magento_Authorizenet
"Invalid Form Key. Please refresh the page.","Ogiltig Form Key. Uppdatera sidan.",module,Magento_Backend
"You entered an invalid Secret Key. Please refresh the page.","Du angav ett ogiltigt hemlig nyckel. Uppdatera sidan.",module,Magento_Backend
"Cache Storage Management","Cache Storage Management",module,Magento_Backend
"Flush Magento Cache","Flush Magento Cache",module,Magento_Backend
"The cache storage may contain additional data. Are you sure that you want to flush it?","Lagrings cache kan innehålla ytterligare uppgifter. Är du säker på att du vill spola det?",module,Magento_Backend
"Flush Cache Storage","Flush Cache Förvaring",module,Magento_Backend
"Invalidated","ogiltiga",module,Magento_Backend
"Orders","Order",module,Magento_Backend
"Amounts","belopp",module,Magento_Backend
"Bestsellers","Bästsäljare",module,Magento_Backend
"Most Viewed Products","Mest visade produkter",module,Magento_Backend
"New Customers","nya kunder",module,Magento_Backend
"Customers","kunder",module,Magento_Backend
"Customer","Kund",module,Magento_Backend
"Guest","Gäst",module,Magento_Backend
"Items","objekt",module,Magento_Backend
"Total","Total",module,Magento_Backend
"Lifetime Sales","livstids Sales",module,Magento_Backend
"Average Order","genomsnittliga order",module,Magento_Backend
"Average","Genomsnitt",module,Magento_Backend
"Product","Produkt",module,Magento_Backend
"Price","Pris",module,Magento_Backend
"Quantity","Kvantitet",module,Magento_Backend
"Views","Visningar",module,Magento_Backend
"Revenue","Inkomst",module,Magento_Backend
"Tax","Beskatta",module,Magento_Backend
"Shipping","Frakt",module,Magento_Backend
"Images (.gif, .jpg, .png)","Bilder (.gif, .jpg, .png)",module,Magento_Backend
"Media (.avi, .flv, .swf)","Media (AVI, FLV, SWF)",module,Magento_Backend
"All Files","Alla filer",module,Magento_Backend
"Reset to Default","Återställ till standard",module,Magento_Backend
"All Store Views","Samtliga butiks Visningar",module,Magento_Backend
"What is this?","Vad är detta?",module,Magento_Backend
"Save Account","spara konto",module,Magento_Backend
"My Account","Mitt konto",module,Magento_Backend
"Account Information","Kontoinformation",module,Magento_Backend
"User Name","Användarnamn",module,Magento_Backend
"First Name","Förnamn",module,Magento_Backend
"Last Name","Efternamn",module,Magento_Backend
"Email","E-post",module,Magento_Backend
"User Email","Användar E",module,Magento_Backend
"New Password","nytt lösenord",module,Magento_Backend
"Password Confirmation","Lösenordsbekräftelse",module,Magento_Backend
"Interface Locale","gränssnitt av språk",module,Magento_Backend
"Current User Identity Verification","Aktuell användare Identity Verification",module,Magento_Backend
"Your Password","Ditt lösenord",module,Magento_Backend
"Save Cache Settings","Spara Cacheinställningar",module,Magento_Backend
"Catalog Rewrites","katalog Omskrivningar",module,Magento_Backend
"Refresh","refresh",module,Magento_Backend
"Images Cache","bilder Cache",module,Magento_Backend
"Clear","Klar",module,Magento_Backend
"Search Index","sökindex",module,Magento_Backend
"Rebuild","Återuppbygga",module,Magento_Backend
"Inventory Stock Status","Inventering lagersaldo",module,Magento_Backend
"Rebuild Catalog Index","Återuppbygga Catalog index",module,Magento_Backend
"Rebuild Flat Catalog Category","Återuppbygga Platt Catalog Kategori",module,Magento_Backend
"Rebuild Flat Catalog Product","Återuppbygga Platt Catalog Produkt",module,Magento_Backend
"Cache Control","cache Kontroll",module,Magento_Backend
"All Cache","alla Cache",module,Magento_Backend
"No change","Ingen förändring",module,Magento_Backend
"Disable","inaktivera",module,Magento_Backend
"Enable","Gör det möjligt",module,Magento_Backend
"Add Design Change","Lägg design",module,Magento_Backend
"Back","Tillbaka",module,Magento_Backend
"Delete","Radera",module,Magento_Backend
"Are you sure?","Är du säker?",module,Magento_Backend
"Save","Spara",module,Magento_Backend
"Edit Design Change","Redigera design",module,Magento_Backend
"New Store Design Change","New Store design",module,Magento_Backend
"General Settings","Allmänna Inställningar",module,Magento_Backend
"Store","Lagra",module,Magento_Backend
"-- Please Select --","-- Vänligen välj --",module,Magento_Backend
"Custom Design","Specialdesignad",module,Magento_Backend
"Date From","Datum från",module,Magento_Backend
"Date To","datum till",module,Magento_Backend
"Design Change","design Byt",module,Magento_Backend
"General","Allmän",module,Magento_Backend
"Cancel","Annullera",module,Magento_Backend
"Delete %1 '%2'","Delete %1 '%2'",module,Magento_Backend
"Delete %1","Delete %1",module,Magento_Backend
"Block Information","blocket Information",module,Magento_Backend
"Backup Options","Alternativ för säkerhetskopiering",module,Magento_Backend
"Create DB Backup","Skapa DB Backup",module,Magento_Backend
"Yes","Ja",module,Magento_Backend
"No","Nej",module,Magento_Backend
"Delete Store","Radera Lagra",module,Magento_Backend
"Delete Web Site","Ta bort webbplats",module,Magento_Backend
"Save Web Site","Spara webbplats",module,Magento_Backend
"Save Store","Spara Store",module,Magento_Backend
"Save Store View","Spara butik Se",module,Magento_Backend
"Delete Store View","Radera butik Se",module,Magento_Backend
"Edit Web Site","Redigera webbplats",module,Magento_Backend
"New Web Site","Ny webbplats",module,Magento_Backend
"Edit Store","Redigera Store",module,Magento_Backend
"New Store","nytt Butiks",module,Magento_Backend
"Edit Store View","Redigera butik Se",module,Magento_Backend
"New Store View","Ny butik Se",module,Magento_Backend
"Store Information","Butiksinformation",module,Magento_Backend
"Web Site","Hemsida",module,Magento_Backend
"Name","namn",module,Magento_Backend
"Root Category","root kategori",module,Magento_Backend
"Default Store View","Standard butik Se",module,Magento_Backend
"Store View Information","Lagra View Information",module,Magento_Backend
"Code","Koda",module,Magento_Backend
"Status","Status",module,Magento_Backend
"Disabled","Inaktiverad",module,Magento_Backend
"Enabled","Aktiverad",module,Magento_Backend
"Sort Order","Sorteringsordning",module,Magento_Backend
"Web Site Information","Web Site Information",module,Magento_Backend
"Default Store","standard Store",module,Magento_Backend
"Set as Default","Ange som standard",module,Magento_Backend
"Stores","butiker",module,Magento_Backend
"Create Website","Skapa webbplats",module,Magento_Backend
"Create Store","Skapa butik",module,Magento_Backend
"Create Store View","Skapa butik Se",module,Magento_Backend
"Home","Hem",module,Magento_Backend
"Reset","Återställa",module,Magento_Backend
"Are you sure you want to do this?","Är du säker på att du vill göra detta?",module,Magento_Backend
"Add New Image","Lägg till ny bild",module,Magento_Backend
"Export block for grid %1 is not defined","Export block for grid %1 is not defined",module,Magento_Backend
"Reset Filter","Återställ filter",module,Magento_Backend
"Search","Sök",module,Magento_Backend
"Any","Några",module,Magento_Backend
"All Countries","Alla länder",module,Magento_Backend
"From","Från",module,Magento_Backend
"To","Till",module,Magento_Backend
"Date selector","datumväljaren",module,Magento_Backend
"[ deleted ]","[ raderade ]",module,Magento_Backend
"Select All","Välj alla",module,Magento_Backend
" [deleted]","[raderade]",module,Magento_Backend
"We couldn't find any records.","Vi kunde inte hitta några poster.",module,Magento_Backend
"Add New","Lägg till ny",module,Magento_Backend
"Invalid export type supplied for grid export block","Ogiltig export typ levereras för grid export blocket",module,Magento_Backend
"Export","Exportera",module,Magento_Backend
"Please correct the column format and try again.","Rätta kolumnformatet och försök igen.",module,Magento_Backend
"Please select items.","Välj objekt.",module,Magento_Backend
"Submit","Lämna",module,Magento_Backend
"Unknown block type","Okänd blocktyp",module,Magento_Backend
"Please correct the tab configuration and try again. Tab Id should be not empty","Rätta fliken konfiguration och försök igen. Fliken Id bör inte vara tom",module,Magento_Backend
"Please correct the tab configuration and try again.","Rätta fliken konfiguration och försök igen.",module,Magento_Backend
"You have logged out.","Du har loggat ut.",module,Magento_Backend
"Specified cache type(s) don't exist: %1","Specified cache type(s) don't exist: %1",module,Magento_Backend
"The image cache was cleaned.","Bilden cache var rengöras.",module,Magento_Backend
"An error occurred while clearing the image cache.","Ett fel uppstod när rensa bildcache.",module,Magento_Backend
"The JavaScript/CSS cache has been cleaned.","JavaScript / CSS cache har rengjorts.",module,Magento_Backend
"An error occurred while clearing the JavaScript/CSS cache.","Ett fel uppstod när rensa JavaScript / CSS cache.",module,Magento_Backend
"The static files cache has been cleaned.","Den statiska filer cache har rengjorts.",module,Magento_Backend
"You flushed the cache storage.","Du tömma lagrings cache.",module,Magento_Backend
"The Magento cache storage has been flushed.","Cache lagring Magento har spolats.",module,Magento_Backend
"Cache Management","cache Hantering",module,Magento_Backend
"%1 cache type(s) disabled.","%1 cache type(s) disabled.",module,Magento_Backend
"An error occurred while disabling cache.","Ett fel uppstod när inaktivera cache.",module,Magento_Backend
"%1 cache type(s) enabled.","%1 cache type(s) enabled.",module,Magento_Backend
"An error occurred while enabling cache.","Ett fel inträffade samtidigt som cache.",module,Magento_Backend
"%1 cache type(s) refreshed.","%1 cache type(s) refreshed.",module,Magento_Backend
"An error occurred while refreshing cache.","Ett fel uppstod när uppfriskande cache.",module,Magento_Backend
"Dashboard","instrumentbräda",module,Magento_Backend
"We updated lifetime statistic.","Vi har uppdaterat livstid statistik.",module,Magento_Backend
"We can't refresh lifetime statistics.","Vi kan inte uppdatera livstid statistik.",module,Magento_Backend
"invalid request","Ogiltig Förfrågan",module,Magento_Backend
"see error log for details","se felloggen för mer information",module,Magento_Backend
"Service unavailable: %1","Service unavailable: %1",module,Magento_Backend
"Error","Fel",module,Magento_Backend
"Access Denied.","Tillträde beviljas ej.",module,Magento_Backend
"You need more permissions to do this.","Du behöver mer behörighet att göra detta.",module,Magento_Backend
"No search modules were registered","Inga sök moduler registrerades",module,Magento_Backend
"Please make sure that all global admin search modules are installed and activated.","Se till att alla globala admin sökning moduler installeras och aktiveras.",module,Magento_Backend
"You saved the account.","Du räddade kontot.",module,Magento_Backend
"An error occurred while saving account.","Ett fel uppstod när sparkonto.",module,Magento_Backend
"You deleted the design change.","Du har tagit bort den konstruktionsändring.",module,Magento_Backend
"You can't delete the design change.","Du kan inte ta bort konstruktionsändring.",module,Magento_Backend
"Store Design","store Design",module,Magento_Backend
"Edit Store Design Change","Redigera Store design",module,Magento_Backend
"You saved the design change.","Du räddade konstruktionsändringen.",module,Magento_Backend
"System","Systemet",module,Magento_Backend
"Manage Stores","hantera Stores",module,Magento_Backend
"The database was backed up.","Databasen har säkerhetskopierats.",module,Magento_Backend
"We can't create a backup right now. Please try again later.","Vi kan inte skapa en säkerhetskopia just nu. Försök igen senare.",module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.",module,Magento_Backend
"Something went wrong. Please try again.","Något gick fel. Var god försök igen.",module,Magento_Backend
"This store cannot be deleted.","Denna butik kan inte tas bort.",module,Magento_Backend
"You deleted the store.","Du har tagit bort affären.",module,Magento_Backend
"Unable to delete the store. Please try again later.","Det går inte att ta bort affären. Försök igen senare.",module,Magento_Backend
"This store view cannot be deleted.","Denna butik uppfattning kan inte tas bort.",module,Magento_Backend
"Store View","butik Se",module,Magento_Backend
"You deleted the store view.","Du har tagit bort butiken vyn.",module,Magento_Backend
"Unable to delete the store view. Please try again later.","Det går inte att ta bort butiken uppfattning. Försök igen senare.",module,Magento_Backend
"This website cannot be deleted.","Denna webbplats kan inte tas bort.",module,Magento_Backend
"You deleted the website.","Du har tagit bort hemsidan.",module,Magento_Backend
"Unable to delete the website. Please try again later.","Det går inte att ta bort webbplatsen. Försök igen senare.",module,Magento_Backend
"The website does not exist.","Webbplatsen finns inte.",module,Magento_Backend
"Before modifying the website code please make sure it is not used in index.php.","Innan du ändrar webbplatsen koden se till att den inte används i index.php.",module,Magento_Backend
"The store does not exist","Butiken finns inte",module,Magento_Backend
"Store view doesn't exist","existerar inte lagra view",module,Magento_Backend
"Before modifying the store view code please make sure it is not used in index.php.","Innan du ändrar butiken vykod se till att det inte används i index.php.",module,Magento_Backend
"New ","Ny",module,Magento_Backend
"You saved the website.","Du räddade webbplatsen.",module,Magento_Backend
"An inactive store view cannot be saved as default store view","En inaktiv butik vyn kan inte sparas som standard butik Se",module,Magento_Backend
"You saved the store.","Du räddade butiken.",module,Magento_Backend
"The default store cannot be disabled","Standard butik kan inte inaktiveras",module,Magento_Backend
"You saved the store view.","Du räddade butiken vyn.",module,Magento_Backend
"Something went wrong while saving. Please review the error log.","Något gick fel och samtidigt spara. Läs igenom felloggen.",module,Magento_Backend
"Last 24 Hours","Senaste 24 timmarna",module,Magento_Backend
"Last 7 Days","Senaste 7 dagar",module,Magento_Backend
"Current Month","Denna månad",module,Magento_Backend
"YTD","YTD",module,Magento_Backend
"2YTD","2YTD",module,Magento_Backend
"Authentication storage is incorrect.","Autentisering lagring är felaktig.",module,Magento_Backend
"You did not sign in correctly or your account is temporarily disabled.","Du har inte logga in på rätt sätt eller ditt konto är tillfälligt inaktiverad.",module,Magento_Backend
"Authentication error occurred.","Autentisering fel uppstod.",module,Magento_Backend
"Admin session lifetime must be less than or equal to 31536000 seconds (one year)","Admin session livstid måste vara mindre än eller lika med 31536000 sekunder (ett år)",module,Magento_Backend
"Admin session lifetime must be greater than or equal to 60 seconds","Admin session livstid måste vara större än eller lika med 60 sekunder",module,Magento_Backend
"Order","Beställa",module,Magento_Backend
"Order #%1","Order #%1",module,Magento_Backend
"Access denied","Tillträde beviljas ej",module,Magento_Backend
"Please try to sign out and sign in again.","Försök att logga ut och logga in igen.",module,Magento_Backend
"If you continue to receive this message, please contact the store owner.","Om du fortsätter att få detta meddelande, vänligen kontakta butiksägaren.",module,Magento_Backend
"You need more permissions to access this.","Du behöver fler behörigheter vill sjunga den här.",module,Magento_Backend
"Welcome, please sign in","Välkommen, vänligen logga in",module,Magento_Backend
"Username","Användarnamn",module,Magento_Backend
"user name","Användarnamn",module,Magento_Backend
"Password","Lösenord",module,Magento_Backend
"password","Lösenord",module,Magento_Backend
"Sign in","Logga in",module,Magento_Backend
"Select Range:","Markera omfång:",module,Magento_Backend
"No Data Found","Ingen information hittad",module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.",module,Magento_Backend
"Last Orders","sista beställningen",module,Magento_Backend
"Last Search Terms","Senaste sökord",module,Magento_Backend
"Top Search Terms","Top Search Terms",module,Magento_Backend
"There are no search keywords.","Det finns inga sökord.",module,Magento_Backend
"View Statistics For:","Visa statistik för:",module,Magento_Backend
"All Websites","alla webbplatser",module,Magento_Backend
"Reload Data","reload Data",module,Magento_Backend
"Browse Files...","Bläddra bland filer ...",module,Magento_Backend
"Magento","magento",module,Magento_Backend
"Copyright &copy; %1 Magento Commerce Inc. All rights reserved.","Copyright &copy; %1 Magento Commerce Inc. All rights reserved.",module,Magento_Backend
"ver. %1","ver. %1",module,Magento_Backend
"Magento Admin Panel","Magento Admin Panel",module,Magento_Backend
"Account Setting","konto Inställning",module,Magento_Backend
"Customer View","kund~~POS=TRUNC View",module,Magento_Backend
"Sign Out","Logga ut",module,Magento_Backend
"About the calendar","Om kalendern",module,Magento_Backend
"Close","Stänga",module,Magento_Backend
"Go Today","gå idag",module,Magento_Backend
"Previous","Tidigare",module,Magento_Backend
"Next","Nästa",module,Magento_Backend
"WK","WK",module,Magento_Backend
"Time","Tid",module,Magento_Backend
"Hour","Timme",module,Magento_Backend
"Minute","Minut",module,Magento_Backend
"JavaScript may be disabled in your browser.","JavaScript kan vara inaktiverat i din webbläsare.",module,Magento_Backend
"To use this website you must first enable JavaScript in your browser.","För att kunna använda denna webbplats måste du först aktivera JavaScript i din webbläsare.",module,Magento_Backend
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Detta är bara en demobutik. Du kan bläddra och lägga order, men ingenting kommer att behandlas.",module,Magento_Backend
"Report Bugs","Rapportera buggar",module,Magento_Backend
"Store View:","Butik Se:",module,Magento_Backend
"Stores Configuration","butiker Konfiguration",module,Magento_Backend
"Please confirm scope switching. All data that hasn't been saved will be lost.","Vänligen bekräfta omfattning växling. Alla uppgifter som inte har sparats kommer att gå förlorade.",module,Magento_Backend
"Additional Cache Management","Ytterligare Cache Hantering",module,Magento_Backend
"Flush Catalog Images Cache","Flush katalog bilder Cache",module,Magento_Backend
"Pregenerated product images files","Förgenererad produktbilder filer",module,Magento_Backend
"Flush JavaScript/CSS Cache","Flush JavaScript / CSS Cache",module,Magento_Backend
"Themes JavaScript and CSS files combined to one file","Teman JavaScript och CSS-filer kombineras till en fil",module,Magento_Backend
"Flush Static Files Cache","Flush statiska filer Cache",module,Magento_Backend
"Preprocessed view files and static files","Förbehandlade visa filer och statiska filer",module,Magento_Backend
"Catalog","Katalog",module,Magento_Backend
"JavaScript/CSS","JavaScript / CSS",module,Magento_Backend
"JavaScript/CSS Cache","JavaScript / CSS Cache",module,Magento_Backend
"No records found.","Inga uppgifter funna.",module,Magento_Backend
"Images","Bilder",module,Magento_Backend
"Big Image","Big Image",module,Magento_Backend
"Thumbnail","Miniatyr",module,Magento_Backend
"Additional Settings","Ytterligare inställningar",module,Magento_Backend
"records found","journaler",module,Magento_Backend
"selected","vald",module,Magento_Backend
"per page","per sida",module,Magento_Backend
"Previous page","Föregående sida",module,Magento_Backend
"of %1","of %1",module,Magento_Backend
"Next page","Nästa sida",module,Magento_Backend
"Export to:","Exportera till:",module,Magento_Backend
"Actions","Handlingar",module,Magento_Backend
"Mass Actions","massaktioner",module,Magento_Backend
"Unselect All","Avmarkera alla",module,Magento_Backend
"Select Visible","Välj Synlig",module,Magento_Backend
"Unselect Visible","unselect Synlig",module,Magento_Backend
"Changes have been made to this section that have not been saved.","Ändringar har gjorts till detta avsnitt som inte har sparats.",module,Magento_Backend
"This tab contains invalid data. Please resolve this before saving.","Den här fliken innehåller ogiltiga data. Lös detta innan du sparar.",module,Magento_Backend
"The information in this tab has been changed.","Informationen i denna flik har ändrats.",module,Magento_Backend
"Loading...","Läser in...",module,Magento_Backend
"System Backup","System Backup",module,Magento_Backup
"Database and Media Backup","Databas och media backup",module,Magento_Backup
"Database Backup","databas Backup",module,Magento_Backup
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.",module,Magento_Backup
"You need more permissions to activate maintenance mode right now.","Du behöver fler behörigheter för att aktivera underhållsläge just nu.",module,Magento_Backup
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","För att skapa säkerhetskopian, vänligen avmarkera ""Sätt butik i underhållsläge"" eller uppdatera din behörighet.",module,Magento_Backup
"Something went wrong while putting your store into maintenance mode.","Något gick fel när sätta din butik i underhållsläge.",module,Magento_Backup
"You need more free space to create a backup.","Du behöver mer utrymme för att skapa en säkerhetskopia.",module,Magento_Backup
"You need more permissions to create a backup.","Du behöver fler behörigheter för att skapa en säkerhetskopia.",module,Magento_Backup
"We can't create the backup right now.","Vi kan inte skapa backup just nu.",module,Magento_Backup
"Backups","Säkerhetskopior",module,Magento_Backup
"System","Systemet",module,Magento_Backup
"Tools","verktyg",module,Magento_Backup
"Backup","Säkerhetskopiering",module,Magento_Backup
"We can't delete one or more backups.","Vi kan inte ta bort en eller flera säkerhetskopior.",module,Magento_Backup
"failed","misslyckades",module,Magento_Backup
"successful","framgångsrik",module,Magento_Backup
"You deleted the selected backup(s).","Du har tagit bort den valda backup (s).",module,Magento_Backup
"Can't load snapshot archive","Det går inte att läsa in snapshot arkiv",module,Magento_Backup
"Please correct the password.","Rätta lösenordet.",module,Magento_Backup
"To complete the rollback, please deselect ""Put store into maintenance mode"" or update your permissions.","För att slutföra rollback, vänligen avmarkera ""Sätt butik i underhållsläge"" eller uppdatera din behörighet.",module,Magento_Backup
"We can't find the backup file.","Vi kan inte hitta säkerhetskopian.",module,Magento_Backup
"We can't connect to the FTP right now.","Vi kan inte ansluta till FTP just nu.",module,Magento_Backup
"Failed to validate FTP.","Det gick inte att validera FTP.",module,Magento_Backup
"You need more permissions to perform a rollback.","Du behöver fler behörigheter för att utföra en återställning.",module,Magento_Backup
"Failed to rollback.","Det gick inte att rulla tillbaka.",module,Magento_Backup
"Database","Databas",module,Magento_Backup
"Database and Media","Databas och Media",module,Magento_Backup
"System (excluding Media)","System (exklusive Media)",module,Magento_Backup
"You created the system backup.","Du skapade systemet backup.",module,Magento_Backup
"You created the system backup (excluding media).","Du skapade säkerhetskopia av systemet (exklusive media).",module,Magento_Backup
"You created the database and media backup.","Du skapade databasen och media backup.",module,Magento_Backup
"You created the database backup.","Du skapade säkerhetskopian av databasen.",module,Magento_Backup
"Please correct the order of creation for a new backup.","Rätta skapelseordningen för en ny säkerhetskopia.",module,Magento_Backup
"The backup file does not exist.","Säkerhetskopian existerar inte.",module,Magento_Backup
"The backup file path was not specified.","Backup sökvägen angavs inte.",module,Magento_Backup
